epoch,train_loss,val_loss,val_accuracy_2afc,epoch_seconds,lr_backbone
1,0.6169269902311111,0.5988760818605837,0.8459627329192546,2746.4481106999992,6.72316384180791e-05
2,0.5636224812119961,0.5783183161516368,0.8596273291925466,3162.456628,9.992407582166581e-05
3,0.49388171549038995,0.5658408623674641,0.84472049689441,3092.257023100001,9.931806517013612e-05
4,0.4321923391197867,0.5655194507622571,0.8049689440993789,3236.330195300001,9.811340001546251e-05
